Time,PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Tot Cool Cap [W]
00:10:00,5.479199E+00,7.424599E+04,2.765415E+02,2.639399E+06,5.461238E+06,5.327169E+01,1.020181E+06,5.479199E+00,3.642100E+04,1.231898E+05,5.479199E+00,9.131403E+04,7.452450E+01,7.117698E+05,2.350122E+06,5.479199E+00,9.186461E+04,6.796482E+01,6.491665E+05,2.198973E+06,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:20:00,5.479199E+00,7.476904E+04,2.697017E+02,2.574222E+06,5.349646E+06,5.665931E+01,1.084968E+06,5.479199E+00,3.589795E+04,1.214194E+05,5.479199E+00,9.183708E+04,6.757708E+01,6.455358E+05,2.148302E+06,5.479199E+00,9.238766E+04,6.101568E+01,5.829125E+05,1.990488E+06,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:30:00,5.479199E+00,7.529209E+04,2.630287E+02,2.510618E+06,5.239215E+06,5.996384E+01,1.148177E+06,5.479199E+00,3.537490E+04,1.196559E+05,5.479199E+00,9.236014E+04,6.080074E+01,5.809144E+05,1.947941E+06,5.479199E+00,9.291072E+04,5.423896E+01,5.182838E+05,1.783518E+06,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:40:00,5.479199E+00,7.581515E+04,2.565227E+02,2.448592E+06,5.130722E+06,6.318543E+01,1.209813E+06,5.479199E+00,3.485184E+04,1.178992E+05,5.479199E+00,9.288319E+04,5.419671E+01,5.179177E+05,1.749644E+06,5.479199E+00,9.343377E+04,4.763299E+01,4.552647E+05,1.570170E+06,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:50:00,5.479199E+00,7.633820E+04,2.501839E+02,2.388147E+06,5.024707E+06,6.632414E+01,1.269875E+06,5.479199E+00,3.432879E+04,1.161494E+05,5.479199E+00,9.340624E+04,4.776354E+01,4.565321E+05,1.553758E+06,5.479199E+00,9.395682E+04,4.119984E+01,3.938752E+05,1.359129E+06,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:00:00,5.479199E+00,7.686125E+04,2.440128E+02,2.329284E+06,4.921355E+06,6.938002E+01,1.328366E+06,5.479199E+00,3.380574E+04,1.144063E+05,5.479199E+00,9.392929E+04,4.150279E+01,3.967729E+05,1.360510E+06,5.479199E+00,9.447988E+04,3.493728E+01,3.340946E+05,1.152857E+06,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:10:00,5.479199E+00,7.720995E+04,2.381801E+02,2.273795E+06,4.824283E+06,7.226855E+01,1.383507E+06,5.479199E+00,3.345703E+04,1.132480E+05,5.479199E+00,9.427800E+04,3.558770E+01,3.404540E+05,1.172993E+06,5.479199E+00,9.482858E+04,2.902012E+01,2.777517E+05,9.585169E+05,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:20:00,5.479199E+00,7.755865E+04,2.326857E+02,2.221503E+06,4.730715E+06,7.499009E+01,1.435480E+06,5.479199E+00,3.310833E+04,1.120927E+05,5.479199E+00,9.462670E+04,3.001625E+01,2.873823E+05,9.909194E+05,5.479199E+00,9.517728E+04,2.344607E+01,2.246509E+05,7.753444E+05,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:30:00,5.479199E+00,7.790736E+04,2.275306E+02,2.172418E+06,4.640903E+06,7.754393E+01,1.484272E+06,5.479199E+00,3.275963E+04,1.109404E+05,5.479199E+00,9.497540E+04,2.479077E+01,2.375807E+05,8.199891E+05,5.479199E+00,9.552598E+04,1.821582E+01,1.747994E+05,6.033763E+05,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:40:00,5.479199E+00,7.825606E+04,2.227153E+02,2.126544E+06,4.556287E+06,7.992980E+01,1.529878E+06,5.479199E+00,3.241093E+04,1.097911E+05,5.479199E+00,9.532410E+04,1.990948E+01,1.910326E+05,6.594075E+05,5.479199E+00,9.587468E+04,1.333100E+01,1.282133E+05,4.426676E+05,9.648785E+02,1.850169E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190878E+02,1.186091E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252757E+02,1.583182E+07,5.479199E+00,0.000000E+00,0.000000E+00
