Time,PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Tot Cool Cap [W]
00:10:00,5.479199E+00,7.424599E+04,2.765918E+02,2.639875E+06,5.462055E+06,5.319836E+01,1.018790E+06,5.479199E+00,3.642100E+04,1.231898E+05,5.479199E+00,9.131403E+04,7.461216E+01,7.125989E+05,2.352642E+06,5.479199E+00,9.186461E+04,6.805371E+01,6.500072E+05,2.201611E+06,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:20:00,5.479199E+00,7.476904E+04,2.697507E+02,2.574685E+06,5.350445E+06,5.658782E+01,1.083612E+06,5.479199E+00,3.589795E+04,1.214194E+05,5.479199E+00,9.183708E+04,6.766376E+01,6.463556E+05,2.150832E+06,5.479199E+00,9.238766E+04,6.110359E+01,5.837441E+05,1.993139E+06,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:30:00,5.479199E+00,7.529209E+04,2.630763E+02,2.511068E+06,5.239998E+06,5.989393E+01,1.146851E+06,5.479199E+00,3.537490E+04,1.196559E+05,5.479199E+00,9.236014E+04,6.088636E+01,5.817243E+05,1.950479E+06,5.479199E+00,9.291072E+04,5.432578E+01,5.191051E+05,1.786178E+06,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:40:00,5.479199E+00,7.581515E+04,2.565688E+02,2.449029E+06,5.131488E+06,6.311692E+01,1.208513E+06,5.479199E+00,3.485184E+04,1.178992E+05,5.479199E+00,9.288319E+04,5.428115E+01,5.187165E+05,1.752186E+06,5.479199E+00,9.343377E+04,4.771865E+01,4.560751E+05,1.572963E+06,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:50:00,5.479199E+00,7.633820E+04,2.502287E+02,2.388570E+06,5.025456E+06,6.625690E+01,1.268600E+06,5.479199E+00,3.432879E+04,1.161494E+05,5.479199E+00,9.340624E+04,4.784675E+01,4.573194E+05,1.556302E+06,5.479199E+00,9.395682E+04,4.128427E+01,3.946741E+05,1.361883E+06,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:00:00,5.479199E+00,7.686125E+04,2.440560E+02,2.329693E+06,4.922084E+06,6.931394E+01,1.327112E+06,5.479199E+00,3.380574E+04,1.144063E+05,5.479199E+00,9.392929E+04,4.158469E+01,3.975477E+05,1.363051E+06,5.479199E+00,9.447988E+04,3.502055E+01,3.348825E+05,1.155573E+06,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:10:00,5.479199E+00,7.720995E+04,2.382216E+02,2.274188E+06,4.824984E+06,7.220367E+01,1.382276E+06,5.479199E+00,3.345703E+04,1.132480E+05,5.479199E+00,9.427800E+04,3.566798E+01,3.412136E+05,1.175611E+06,5.479199E+00,9.482858E+04,2.910198E+01,2.785264E+05,9.611868E+05,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:20:00,5.479199E+00,7.755865E+04,2.327250E+02,2.221875E+06,4.731383E+06,7.492657E+01,1.434275E+06,5.479199E+00,3.310833E+04,1.120927E+05,5.479199E+00,9.462670E+04,3.009449E+01,2.881228E+05,9.934712E+05,5.479199E+00,9.517728E+04,2.352614E+01,2.254088E+05,7.779562E+05,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:30:00,5.479199E+00,7.790736E+04,2.275674E+02,2.172766E+06,4.641534E+06,7.748190E+01,1.483096E+06,5.479199E+00,3.275963E+04,1.109404E+05,5.479199E+00,9.497540E+04,2.486661E+01,2.382984E+05,8.224628E+05,5.479199E+00,9.552598E+04,1.829378E+01,1.755373E+05,6.059194E+05,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:40:00,5.479199E+00,7.825606E+04,2.227493E+02,2.126865E+06,4.556877E+06,7.986936E+01,1.528732E+06,5.479199E+00,3.241093E+04,1.097911E+05,5.479199E+00,9.532410E+04,1.998267E+01,1.917254E+05,6.617950E+05,5.479199E+00,9.587468E+04,1.340652E+01,1.289282E+05,4.451315E+05,9.646542E+02,1.849743E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.189413E+02,1.185813E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.250809E+02,1.582811E+07,5.479199E+00,0.000000E+00,0.000000E+00
