Time,PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Tot Cool Cap [W]
00:10:00,5.479199E+00,7.424599E+04,2.765599E+02,2.639573E+06,5.461536E+06,5.324375E+01,1.019651E+06,5.479199E+00,3.642100E+04,1.231898E+05,5.479199E+00,9.131403E+04,7.455787E+01,7.120854E+05,2.351082E+06,5.479199E+00,9.186461E+04,6.799868E+01,6.494868E+05,2.199978E+06,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:20:00,5.479199E+00,7.476904E+04,2.697197E+02,2.574391E+06,5.349938E+06,5.663197E+01,1.084449E+06,5.479199E+00,3.589795E+04,1.214194E+05,5.479199E+00,9.183708E+04,6.761014E+01,6.458484E+05,2.149267E+06,5.479199E+00,9.238766E+04,6.104923E+01,5.832299E+05,1.991500E+06,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:30:00,5.479199E+00,7.529209E+04,2.630461E+02,2.510783E+06,5.239502E+06,5.993703E+01,1.147669E+06,5.479199E+00,3.537490E+04,1.196559E+05,5.479199E+00,9.236014E+04,6.083343E+01,5.812236E+05,1.948910E+06,5.479199E+00,9.291072E+04,5.427212E+01,5.185975E+05,1.784534E+06,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:40:00,5.479199E+00,7.581515E+04,2.565396E+02,2.448753E+06,5.131003E+06,6.315910E+01,1.209313E+06,5.479199E+00,3.485184E+04,1.178992E+05,5.479199E+00,9.288319E+04,5.422896E+01,5.182227E+05,1.750615E+06,5.479199E+00,9.343377E+04,4.766572E+01,4.555743E+05,1.571237E+06,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:50:00,5.479199E+00,7.633820E+04,2.502004E+02,2.388302E+06,5.024982E+06,6.629825E+01,1.269384E+06,5.479199E+00,3.432879E+04,1.161494E+05,5.479199E+00,9.340624E+04,4.779532E+01,4.568328E+05,1.554730E+06,5.479199E+00,9.395682E+04,4.123211E+01,3.941806E+05,1.360182E+06,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:00:00,5.479199E+00,7.686125E+04,2.440286E+02,2.329434E+06,4.921622E+06,6.935454E+01,1.327882E+06,5.479199E+00,3.380574E+04,1.144063E+05,5.479199E+00,9.392929E+04,4.153408E+01,3.970689E+05,1.361481E+06,5.479199E+00,9.447988E+04,3.496912E+01,3.343959E+05,1.153895E+06,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:10:00,5.479199E+00,7.720995E+04,2.381953E+02,2.273939E+06,4.824539E+06,7.224351E+01,1.383032E+06,5.479199E+00,3.345703E+04,1.132480E+05,5.479199E+00,9.427800E+04,3.561835E+01,3.407440E+05,1.173992E+06,5.479199E+00,9.482858E+04,2.905141E+01,2.780478E+05,9.595375E+05,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:20:00,5.479199E+00,7.755865E+04,2.327000E+02,2.221638E+06,4.730958E+06,7.496557E+01,1.435015E+06,5.479199E+00,3.310833E+04,1.120927E+05,5.479199E+00,9.462670E+04,3.004607E+01,2.876646E+05,9.918922E+05,5.479199E+00,9.517728E+04,2.347665E+01,2.249403E+05,7.763418E+05,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:30:00,5.479199E+00,7.790736E+04,2.275439E+02,2.172543E+06,4.641132E+06,7.751999E+01,1.483818E+06,5.479199E+00,3.275963E+04,1.109404E+05,5.479199E+00,9.497540E+04,2.481964E+01,2.378538E+05,8.209305E+05,5.479199E+00,9.552598E+04,1.824555E+01,1.750809E+05,6.043462E+05,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:40:00,5.479199E+00,7.825606E+04,2.227275E+02,2.126659E+06,4.556499E+06,7.990648E+01,1.529436E+06,5.479199E+00,3.241093E+04,1.097911E+05,5.479199E+00,9.532410E+04,1.993728E+01,1.912958E+05,6.603145E+05,5.479199E+00,9.587468E+04,1.335976E+01,1.284856E+05,4.436057E+05,9.647891E+02,1.849999E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190294E+02,1.185981E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.251981E+02,1.583034E+07,5.479199E+00,0.000000E+00,0.000000E+00
