Time,PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 1:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 2:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 3:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 4:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 5:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 6:Des Tot Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Heat Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Cool Mass Flow [kg/s],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Sens Cool Cap [W],PACKAGED ROOFTOP AIR CONDITIONER:DesPer 7:Des Tot Cool Cap [W]
00:10:00,5.479199E+00,7.424599E+04,2.765527E+02,2.639505E+06,5.461420E+06,5.325443E+01,1.019853E+06,5.479199E+00,3.642100E+04,1.231898E+05,5.479199E+00,9.131403E+04,7.454510E+01,7.119646E+05,2.350714E+06,5.479199E+00,9.186461E+04,6.798572E+01,6.493642E+05,2.199593E+06,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:20:00,5.479199E+00,7.476904E+04,2.697127E+02,2.574325E+06,5.349825E+06,5.664241E+01,1.084647E+06,5.479199E+00,3.589795E+04,1.214194E+05,5.479199E+00,9.183708E+04,6.759750E+01,6.457288E+05,2.148898E+06,5.479199E+00,9.238766E+04,6.103640E+01,5.831085E+05,1.991113E+06,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:30:00,5.479199E+00,7.529209E+04,2.630394E+02,2.510719E+06,5.239391E+06,5.994725E+01,1.147863E+06,5.479199E+00,3.537490E+04,1.196559E+05,5.479199E+00,9.236014E+04,6.082093E+01,5.811054E+05,1.948540E+06,5.479199E+00,9.291072E+04,5.425944E+01,5.184775E+05,1.784145E+06,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:40:00,5.479199E+00,7.581515E+04,2.565330E+02,2.448690E+06,5.130894E+06,6.316913E+01,1.209503E+06,5.479199E+00,3.485184E+04,1.178992E+05,5.479199E+00,9.288319E+04,5.421663E+01,5.181061E+05,1.750244E+06,5.479199E+00,9.343377E+04,4.765321E+01,4.554560E+05,1.570829E+06,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
00:50:00,5.479199E+00,7.633820E+04,2.501940E+02,2.388242E+06,5.024876E+06,6.630811E+01,1.269571E+06,5.479199E+00,3.432879E+04,1.161494E+05,5.479199E+00,9.340624E+04,4.778318E+01,4.567179E+05,1.554359E+06,5.479199E+00,9.395682E+04,4.121977E+01,3.940638E+05,1.359779E+06,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:00:00,5.479199E+00,7.686125E+04,2.440225E+02,2.329375E+06,4.921518E+06,6.936424E+01,1.328066E+06,5.479199E+00,3.380574E+04,1.144063E+05,5.479199E+00,9.392929E+04,4.152212E+01,3.969557E+05,1.361110E+06,5.479199E+00,9.447988E+04,3.495695E+01,3.342807E+05,1.153498E+06,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:10:00,5.479199E+00,7.720995E+04,2.381894E+02,2.273883E+06,4.824440E+06,7.225303E+01,1.383212E+06,5.479199E+00,3.345703E+04,1.132480E+05,5.479199E+00,9.427800E+04,3.560663E+01,3.406331E+05,1.173610E+06,5.479199E+00,9.482858E+04,2.903945E+01,2.779346E+05,9.591474E+05,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:20:00,5.479199E+00,7.755865E+04,2.326944E+02,2.221586E+06,4.730863E+06,7.497490E+01,1.435192E+06,5.479199E+00,3.310833E+04,1.120927E+05,5.479199E+00,9.462670E+04,3.003466E+01,2.875566E+05,9.915201E+05,5.479199E+00,9.517728E+04,2.346496E+01,2.248297E+05,7.759604E+05,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:30:00,5.479199E+00,7.790736E+04,2.275387E+02,2.172494E+06,4.641042E+06,7.752910E+01,1.483991E+06,5.479199E+00,3.275963E+04,1.109404E+05,5.479199E+00,9.497540E+04,2.480859E+01,2.377493E+05,8.205702E+05,5.479199E+00,9.552598E+04,1.823418E+01,1.749732E+05,6.039752E+05,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
01:40:00,5.479199E+00,7.825606E+04,2.227227E+02,2.126614E+06,4.556416E+06,7.991535E+01,1.529604E+06,5.479199E+00,3.241093E+04,1.097911E+05,5.479199E+00,9.532410E+04,1.992663E+01,1.911950E+05,6.599671E+05,5.479199E+00,9.587468E+04,1.334875E+01,1.283814E+05,4.432466E+05,9.648227E+02,1.850063E+07,5.479199E+00,0.000000E+00,0.000000E+00,6.190513E+02,1.186022E+07,5.479199E+00,0.000000E+00,0.000000E+00,8.252273E+02,1.583090E+07,5.479199E+00,0.000000E+00,0.000000E+00
